id,date,asked_by,pipeline,context,question,answer_summary,verification_status,resources,run_id,memory_id,frontier_id,question_type,difficulty_features,supporting_doc_ids,supporting_chunk_ids,review_status,review_notes
kimi_run_000084_q02,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000084,"The October 2025 consultation proposed moving all detailed valuation guidelines into a single table in the Master Circular for Mutual Funds and keeping only broad valuation principles in the Regulations. Where do the actual investment-valuation norms reside in the notified SEBI (Mutual Funds) Regulations, 2026?","The consultation’s proposal was not adopted in that form. In the 2026 Regulations, detailed investment valuation norms remain in the Seventh Schedule to the Regulations itself. The NAV-computation regulation and the related scheme-management provision require AMCs to compute valuation in accordance with the investment valuation norms specified in the Seventh Schedule. The Seventh Schedule spells out detailed fair-valuation principles, methodologies for each security type, procedures for exceptional events and other implementation requirements.",KIMI_REVIEW_ACCEPTED,"[""clf-gtct9umif8dzj36vmeik5u1p"", ""clf-i5ow640i0oih8wfexbdjayoe""]",kimi_run_000084,memory_0042,frontier_0042,document_diff_or_lineage,"[""proposal_not_adopted"", ""version_delta"", ""fake_negative_or_absence""]","[""clf-gtct9umif8dzj36vmeik5u1p"", ""clf-i5ow640i0oih8wfexbdjayoe""]","[""clf-gtct9umif8dzj36vmeik5u1p#6"", ""clf-i5ow640i0oih8wfexbdjayoe#292"", ""clf-i5ow640i0oih8wfexbdjayoe#407""]",accepted,Verified: consultation proposed moving detailed valuation norms to the Master Circular; the notified 2026 Regulations keep them in the Seventh Schedule (Regulation referencing valuation norms + Seventh Schedule fair-valuation principles). Good proposal-not-adopted / fake-negative target.
kimi_run_000084_q03,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000084,"An AMC board is updating its change-in-control and scheme-attribute-change playbook after the 2026 rewrite. Under the old 1996 framework, these events required newspaper advertisements. What did the October 2025 consultation propose, and what do the 2026 Regulations now require instead?","The consultation proposed replacing the newspaper-advertisement requirement for a change in control of the AMC and changes to fundamental attributes of schemes with alternative digital disclosure, citing that the 1996 newspaper requirement had become outdated. The 2026 Regulations adopted this approach. For a change in control of the AMC, Regulation 17 requires prior trustee and SEBI approval, written communication to unitholders including digital modes such as email/SMS, and display of prescribed details on the AMC’s website. For changes to fundamental attributes of a scheme, Regulation 29(c) similarly requires written communication to each unitholder (including email/SMS), disclosure on the AMC’s website, and an exit option at prevailing NAV without exit load.",KIMI_REVIEW_ACCEPTED,"[""clf-gtct9umif8dzj36vmeik5u1p"", ""clf-i5ow640i0oih8wfexbdjayoe""]",kimi_run_000084,memory_0042,frontier_0042,document_diff_or_lineage,"[""version_delta_with_consequence"", ""operational_mechanics_change""]","[""clf-gtct9umif8dzj36vmeik5u1p"", ""clf-i5ow640i0oih8wfexbdjayoe""]","[""clf-gtct9umif8dzj36vmeik5u1p#29"", ""clf-gtct9umif8dzj36vmeik5u1p#31"", ""clf-i5ow640i0oih8wfexbdjayoe#274"", ""clf-i5ow640i0oih8wfexbdjayoe#293""]",accepted,Verified: consultation explicitly pairs the old newspaper-ad requirement with change-in-control and fundamental-attribute changes; the 2026 Regulations carry the digital/web replacement plus exit option. Clean operational-mechanics change across two docs.
kimi_run_000084_q04,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000084,"The March 20, 2026 Master Circular for Mutual Funds rescinds earlier circulars in its Appendix. How many circulars did it newly rescind, what date range do they cover, and how does its savings clause align with the repeal-and-saving clause in the SEBI (Mutual Funds) Regulations, 2026?","The March 2026 Master Circular newly rescinded the 34 circulars listed at Sr. Nos. 1 to 34 in its Appendix, spanning from April 30, 2024 through March 13, 2026. This is in addition to the circulars already rescinded by the June 27, 2024 Master Circular. Its savings clause aligns closely with Regulation 85 of the 2026 Regulations: prior registrations, approvals, fees collected, inspections, enquiries, show-cause notices, pending applications, rights, obligations, liabilities and penalties under the rescinded circulars remain unaffected and are deemed to have been done under the corresponding provisions of the new Master Circular.",KIMI_REVIEW_ACCEPTED,"[""clf-dd0njn4qub0u2y9wad6azoxv"", ""clf-i5ow640i0oih8wfexbdjayoe""]",kimi_run_000084,memory_0042,frontier_0042,count_or_exhaustive_filter,"[""count_extraction"", ""version_delta"", ""scope_continuity_savings""]","[""clf-dd0njn4qub0u2y9wad6azoxv"", ""clf-i5ow640i0oih8wfexbdjayoe""]","[""clf-dd0njn4qub0u2y9wad6azoxv#0"", ""clf-dd0njn4qub0u2y9wad6azoxv#2"", ""clf-dd0njn4qub0u2y9wad6azoxv#3"", ""clf-dd0njn4qub0u2y9wad6azoxv#807"", ""clf-i5ow640i0oih8wfexbdjayoe#397""]",accepted,"Verified: Master Circular opens by rescinding Sr. Nos. 1-34 (April 30, 2024 through March 13, 2026 per Appendix) and contains a savings clause mirroring Regulation 85 of the 2026 Regulations. Good count + coordination target."
kimi_run_000084_q05,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000084,"The consultation paper is dated October 28, 2025, the 2026 Regulations were notified on January 14, 2026, and the Master Circular is dated March 20, 2026. When did the 1996 MF Regulations and the listed circulars effectively give way to the new regime, and do prior actions survive?","Both documents carry April 1, 2026 as the switch-over point: the SEBI (Mutual Funds) Regulations, 1996 were repealed from the date the 2026 Regulations came into force (April 1, 2026), not from the notification date of January 14, 2026; and the March 20, 2026 Master Circular updated the consolidated circular framework to include circulars up to that date, rescinding those listed in its Appendix from its issuance. Prior actions survive under both savings clauses. Regulation 85 of the 2026 Regulations protects registrations, approvals, fees, schemes, adjudications, investigations, rights and liabilities under the 1996 Regulations. The Master Circular’s savings clause protects the same categories of actions taken under the rescinded circulars, deeming them done under corresponding provisions of the new Master Circular.",KIMI_REVIEW_ACCEPTED,"[""clf-i5ow640i0oih8wfexbdjayoe"", ""clf-dd0njn4qub0u2y9wad6azoxv""]",kimi_run_000084,memory_0042,frontier_0042,deadline_or_effective_date_trap,"[""effective_date_trap"", ""version_delta_with_consequence"", ""savings_clause""]","[""clf-i5ow640i0oih8wfexbdjayoe"", ""clf-dd0njn4qub0u2y9wad6azoxv""]","[""clf-i5ow640i0oih8wfexbdjayoe#247"", ""clf-i5ow640i0oih8wfexbdjayoe#397"", ""clf-dd0njn4qub0u2y9wad6azoxv#0"", ""clf-dd0njn4qub0u2y9wad6azoxv#2"", ""clf-dd0njn4qub0u2y9wad6azoxv#3""]",accepted,"Partly verified: the 2026 Regulations clearly come into force April 1, 2026 and repeal the 1996 Regulations from that date (not Jan 14 notification). The Master Circular also carries April 1 as its force date; its rescission is phrased as 'stand rescinded' with savings clause. Rescission-from-issuance wording is interpretive but the core effective-date coordination is sound."
kimi_run_000087_q01,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000087,"The August 2024 consultation paper compared the commercial arrangement for the UPI block mechanism with the ASBA facility used in primary-market issues. Who did it identify as the beneficiaries in the secondary market, and does the November 2024 implementing circular prescribe any fee that banks may charge clients for using the facility?","In the consultation paper, NPCI and banks receive compensation from issuers during primary-market ASBA issues because issuers are the beneficiaries there. In the secondary market, the investors executing trades would be the beneficiaries of the UPI block mechanism (paras 3.5-3.7). The consultation also noted that banks were free to design a fee structure but, at present, banks do not charge clients for UPI transactions (paras 3.11-3.12). The November 2024 circular does not prescribe any bank fee or commercial arrangement for the UPI block facility; it only mandates QSBs to offer either the UPI block mechanism or a 3-in-1 trading account.",KIMI_REVIEW_ACCEPTED,"[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-utpo2qxkorew2qj542iyrv1d""]",kimi_run_000087,memory_0043,frontier_0043,negative_or_absence_check,"[""commercial_model_comparison"", ""absence_check"", ""multi_document""]","[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-utpo2qxkorew2qj542iyrv1d""]","[""clf-a9h4xho5bp14r6ywvsdcavag#9"", ""clf-a9h4xho5bp14r6ywvsdcavag#11"", ""clf-utpo2qxkorew2qj542iyrv1d#4"", ""clf-utpo2qxkorew2qj542iyrv1d#5""]",accepted,"Supported by consultation paras 3.5-3.12 (beneficiaries, fee freedom, no current charges) and circular (silent on bank fees)."
kimi_run_000087_q02,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000087,"The November 2024 circular notes that clients using the blocked amount facility earn interest on available funds until pay-in. What estimate did the August 2024 consultation give for the annual interest that cash-segment clients could accrue if their balances remained in their own bank accounts, and what corresponding income would trading members stand to lose?","The consultation estimated that individual and HUF clients held an average daily cash balance of roughly Rs. 65,276 crore in the cash segment with their trading members (based on July 23-29, 2024 data). Assuming an average interest rate of 4%, the total annual interest accrued would amount to roughly Rs. 2,611 crore. Concomitantly, trading members would lose float income from those balances and may have to adjust brokerage rates (paras 3.8-3.11). The circular does not repeat the Rs. 2,611 crore figure but contains the operational design that keeps funds in the client's bank account earning interest.",KIMI_REVIEW_ACCEPTED,"[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-utpo2qxkorew2qj542iyrv1d""]",kimi_run_000087,memory_0043,frontier_0043,conditional_table_extraction,"[""amount_extraction"", ""cost_or_burden_shift"", ""multi_document""]","[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-utpo2qxkorew2qj542iyrv1d""]","[""clf-a9h4xho5bp14r6ywvsdcavag#10"", ""clf-a9h4xho5bp14r6ywvsdcavag#11"", ""clf-utpo2qxkorew2qj542iyrv1d#3"", ""clf-utpo2qxkorew2qj542iyrv1d#5""]",accepted,"Circular confirms interest till pay-in; consultation gives Rs. 65,276 crore balance, 4%, Rs. 2,611 crore estimate and TM float loss."
kimi_run_000087_q03,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000087,"The November 2024 circular instructs stock exchanges and clearing corporations to amend their bye-laws, rules and regulations and to disseminate the mandate to market participants. Beyond stock exchanges and clearing corporations, which other institutions did the August 2024 consultation identify as needing to make systems or process changes before the blocked-amount facility could be widely adopted?","The consultation recorded that SEBI held meetings with clearing corporations, NPCI, trading members and banks to identify bottlenecks and necessary steps. Notable developments included an NPCI circular dated July 31, 2024 enabling the UPI mandate feature of single block and multiple debits, and clearing corporations developing file formats required by trading members for back-office reconciliation (paras 2.9-2.10). The November 2024 circular's para 7 places the formal amendment and dissemination obligations only on stock exchanges and clearing corporations, but its mandate itself depends on the wider ecosystem changes noted in the consultation.",KIMI_REVIEW_ACCEPTED,"[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-utpo2qxkorew2qj542iyrv1d""]",kimi_run_000087,memory_0043,frontier_0043,entity_cross_reference,"[""stakeholder_identification"", ""implementation_dependency"", ""multi_document""]","[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-utpo2qxkorew2qj542iyrv1d""]","[""clf-a9h4xho5bp14r6ywvsdcavag#5"", ""clf-utpo2qxkorew2qj542iyrv1d#5""]",accepted,"Circular para 7 names SEs/CCs; consultation para 2.10 identifies NPCI, banks and TMs plus CC reconciliation formats."
kimi_run_000087_q04,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000087,"The consultation proposed mandating the blocked-amount facility only for Qualified Stock Brokers rather than all stock brokers. What share of individual and HUF clients and what share of cash-segment gross trade value did it attribute to QSBs, and what did the November 2024 circular require QSBs to offer?","As of July 31, 2024, QSBs accounted for about 83% of unique individual and HUF clients and about 68% of the gross trade value in the cash segment (Table 2). Because of this scale, the consultation argued that QSBs were well placed to lead technological adoption (paras 4.1-4.5). The November 2024 circular translated this rationale into a mandate: QSBs must provide either trading supported by blocked amount in the secondary market (cash segment) using the UPI block mechanism, or a 3-in-1 trading account facility, while clients retain the option to continue transferring funds to the trading member.",KIMI_REVIEW_ACCEPTED,"[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-utpo2qxkorew2qj542iyrv1d""]",kimi_run_000087,memory_0043,frontier_0043,conditional_table_extraction,"[""data_interpretation"", ""actor_scope"", ""multi_document""]","[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-utpo2qxkorew2qj542iyrv1d""]","[""clf-a9h4xho5bp14r6ywvsdcavag#12"", ""clf-a9h4xho5bp14r6ywvsdcavag#13"", ""clf-a9h4xho5bp14r6ywvsdcavag#14"", ""clf-utpo2qxkorew2qj542iyrv1d#4"", ""clf-utpo2qxkorew2qj542iyrv1d#5""]",accepted,Consultation Table 2 gives 83% clients / 68% trade value; circular imposes either/or QSB mandate.
kimi_run_000087_q05,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000087,"The August 2024 consultation invited public comments on mandating blocked-amount facilities for QSBs. By what date were comments due, and on what date did SEBI announce the Board's approval of the either/or mandate?","Comments on the consultation paper were to be submitted latest by September 12, 2024 (para 5.1). SEBI announced the Board's approval of the mandate in a press release dated September 30, 2024, following its 207th Board meeting. The same proposal was later formalised in the November 11, 2024 circular with effect from February 1, 2025.",KIMI_REVIEW_ACCEPTED,"[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-eooq99utwgg01n1qmksqkp16"", ""clf-utpo2qxkorew2qj542iyrv1d""]",kimi_run_000087,memory_0043,frontier_0043,operational_timeline_or_remedy,"[""deadline_or_effective_date_trap"", ""procedural_timeline"", ""multi_document""]","[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-eooq99utwgg01n1qmksqkp16"", ""clf-utpo2qxkorew2qj542iyrv1d""]","[""clf-a9h4xho5bp14r6ywvsdcavag#17"", ""clf-eooq99utwgg01n1qmksqkp16#7"", ""clf-utpo2qxkorew2qj542iyrv1d#5""]",accepted,"Consultation para 5.1 sets September 12, 2024 comment deadline; Board press release dated September 30, 2024 approves the mandate."
kimi_run_000087_q06,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000087,"The November 2024 circular traces the UPI block mechanism to a provision of the October 2023 Master Circular on Stock Exchanges and Clearing Corporations. What was the status of that facility under the Master Circular, and what new obligation did the August 2024 consultation propose for QSBs?","Para 25.4.1.2 of Chapter 1 of the October 16, 2023 Master Circular introduced the UPI block mechanism as a non-mandatory facility to be provided by stock brokers. The August 2024 consultation paper then asked whether Qualified Stock Brokers should be mandated to offer either the UPI block mechanism in the cash segment or a 3-in-1 trading account facility, with an appropriate glide path (paras 4.6-4.7). The November 2024 circular adopted that either/or mandate.",KIMI_REVIEW_ACCEPTED,"[""clf-utpo2qxkorew2qj542iyrv1d"", ""clf-a9h4xho5bp14r6ywvsdcavag""]",kimi_run_000087,memory_0043,frontier_0043,document_diff_or_lineage,"[""document_lineage"", ""proposal_vs_final_rule"", ""multi_document""]","[""clf-utpo2qxkorew2qj542iyrv1d"", ""clf-a9h4xho5bp14r6ywvsdcavag""]","[""clf-utpo2qxkorew2qj542iyrv1d#0"", ""clf-utpo2qxkorew2qj542iyrv1d#1"", ""clf-a9h4xho5bp14r6ywvsdcavag#15"", ""clf-a9h4xho5bp14r6ywvsdcavag#16""]",accepted,Circular para 2 cites Master Circular para 25.4.1.2 as non-mandatory; consultation paras 4.6-4.7 proposed QSB mandate.
kimi_run_000087_q07,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000087,"Besides keeping funds in the client's own bank account, what structural change did the August 2024 consultation expect the UPI block mechanism to bring to settlement visibility? Did the November 2024 circular extend the mandatory UPI block facility to the derivatives segment too?","The consultation stated that the UPI block mechanism would provide client-level settlement visibility (both pay-in and pay-out) to clearing corporations by enabling direct settlement of funds and securities between the client and the clearing corporation, instead of routing them through the trading member (para 2.4.2). The November 2024 circular did not extend the UPI block mandate to derivatives; the either/or QSB mandate was for the cash segment only, although the 3-in-1 trading account alternative could be offered for both cash and derivatives.",KIMI_REVIEW_ACCEPTED,"[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-utpo2qxkorew2qj542iyrv1d""]",kimi_run_000087,memory_0043,frontier_0043,negative_or_absence_check,"[""operational_design"", ""scope_exclusion"", ""version_delta"", ""multi_document""]","[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-utpo2qxkorew2qj542iyrv1d""]","[""clf-a9h4xho5bp14r6ywvsdcavag#3"", ""clf-a9h4xho5bp14r6ywvsdcavag#15"", ""clf-a9h4xho5bp14r6ywvsdcavag#16"", ""clf-utpo2qxkorew2qj542iyrv1d#4"", ""clf-utpo2qxkorew2qj542iyrv1d#5""]",accepted,"Consultation para 2.4.2 gives client-level settlement visibility; circular limits mandate to cash segment, not derivatives."
kimi_run_000087_q08,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000087,"Both mandate options floated in the August 2024 consultation included an 'appropriate glide path for implementation.' Did the final rule keep a glide path, or did it set a single effective date?","Options 4.7.1(a) and 4.7.1(b) in the consultation paper proposed that QSBs be mandated either to offer the UPI block mechanism or to offer either facility, in both cases 'with an appropriate glide path for implementation.' The SEBI Board decision dated September 30, 2024 and the November 11, 2024 circular replaced that glide-path language with a fixed effective date of February 1, 2025.",KIMI_REVIEW_ACCEPTED,"[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-eooq99utwgg01n1qmksqkp16"", ""clf-utpo2qxkorew2qj542iyrv1d""]",kimi_run_000087,memory_0043,frontier_0043,document_diff_or_lineage,"[""version_delta"", ""absence_check"", ""deadline_or_effective_date_trap"", ""multi_document""]","[""clf-a9h4xho5bp14r6ywvsdcavag"", ""clf-eooq99utwgg01n1qmksqkp16"", ""clf-utpo2qxkorew2qj542iyrv1d""]","[""clf-a9h4xho5bp14r6ywvsdcavag#15"", ""clf-a9h4xho5bp14r6ywvsdcavag#16"", ""clf-eooq99utwgg01n1qmksqkp16#7"", ""clf-utpo2qxkorew2qj542iyrv1d#5""]",accepted,"Consultation options 4.7.1(a)/(b) included glide-path language; Board and circular replaced it with a fixed February 1, 2025 effective date."
kimi_run_000088_q02,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000088,"An existing Angel Fund has not yet disclosed an allocation methodology in its PPM. If it enters into an investment in January 2026, must the allocation follow a disclosed methodology, or did SEBI relax that requirement?","Yes, the allocation must follow a disclosed methodology. The September 10, 2025 circular originally required existing Angel Funds to disclose the methodology and made allocations from October 15, 2025 onward subject to it. SEBI relaxed only the timeline: by the October 15, 2025 circular, the deadline was extended to January 31, 2026. Allocations made after January 31, 2026 must be in accordance with the defined allocation methodology disclosed in the PPM.",KIMI_REVIEW_ACCEPTED,"[""clf-x3sfio7dxgzsjvty4bf91p02"", ""clf-cdl3y93jnigw2eretwzreid8""]",kimi_run_000088,memory_0044,frontier_0044,applied_compliance_scenario,"[""date_trap"", ""conditional_relief"", ""deadline_or_effective_date_trap""]","[""clf-x3sfio7dxgzsjvty4bf91p02"", ""clf-cdl3y93jnigw2eretwzreid8""]","[""clf-x3sfio7dxgzsjvty4bf91p02#7"", ""clf-x3sfio7dxgzsjvty4bf91p02#9"", ""clf-cdl3y93jnigw2eretwzreid8#0"", ""clf-cdl3y93jnigw2eretwzreid8#1""]",accepted,"Both circulars are materially needed: the September 10 circular sets the original October 15, 2025 methodology deadline, and the October 15 circular extends it to January 31, 2026; clean deadline-relief question."
kimi_run_000088_q03,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000088,"An Angel Fund proposes to invest INR 5 lakh in a startup after the AIF Regulations were amended on September 9, 2025. A colleague argues that the September 10, 2025 circular does not expressly lower the minimum investment, so the INR 25 lakh floor still applies. Is the colleague correct, and what is the actual permissible investment band?","The colleague is not correct. The November 2024 consultation paper proposed reducing the minimum investment to INR 10 lakh and raising the maximum to INR 25 crore. This change was carried into the AIF Regulations as amended on September 9, 2025, which now states that an Angel Fund's investment in any investee company must be not less than INR 10 lakh and not more than INR 25 crore. The September 10, 2025 circular implements the amended framework and therefore the lower INR 25 lakh floor no longer applies.",KIMI_REVIEW_ACCEPTED,"[""clf-jgvpxgqlfkhje7t4h8k4ucl9"", ""clf-x3sfio7dxgzsjvty4bf91p02"", ""clf-ltovyrd4w5sfo22qhxwkbloy""]",kimi_run_000088,memory_0044,frontier_0044,document_diff_or_lineage,"[""proposal_vs_final_rule"", ""threshold_or_exception_trap"", ""fake_negative_or_absence""]","[""clf-jgvpxgqlfkhje7t4h8k4ucl9"", ""clf-x3sfio7dxgzsjvty4bf91p02"", ""clf-ltovyrd4w5sfo22qhxwkbloy""]","[""clf-jgvpxgqlfkhje7t4h8k4ucl9#25"", ""clf-jgvpxgqlfkhje7t4h8k4ucl9#28"", ""clf-x3sfio7dxgzsjvty4bf91p02#0"", ""clf-ltovyrd4w5sfo22qhxwkbloy#122"", ""clf-ltovyrd4w5sfo22qhxwkbloy#123""]",accepted,Requires both the consultation paper (proposed INR 10 lakh-25 crore band) and the amended AIF Regulations (final 19F(2) rule) to defeat the INR 25 lakh floor argument; well-supported proposal-vs-final rule.
kimi_run_000088_q05,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000088,"The November 2024 consultation paper proposed that every Angel Fund investment include contribution from at least three Accredited Investors, excluding the manager or sponsor. What is the post-September 9, 2025 rule, and where is it set out?","The post-September 9, 2025 rule is that each investment of an Angel Fund in an investee company must have contribution from at least two accredited investors (not three). This is set out in Regulation 19F(5) of the SEBI (Alternative Investment Funds) Regulations, 2012 as substituted by the September 9, 2025 amendment. The proposal to require three investors did not make it into the final regulation.",KIMI_REVIEW_ACCEPTED,"[""clf-jgvpxgqlfkhje7t4h8k4ucl9"", ""clf-x3sfio7dxgzsjvty4bf91p02"", ""clf-ltovyrd4w5sfo22qhxwkbloy""]",kimi_run_000088,memory_0044,frontier_0044,document_diff_or_lineage,"[""proposal_not_adopted"", ""count_interpretation"", ""version_delta""]","[""clf-jgvpxgqlfkhje7t4h8k4ucl9"", ""clf-x3sfio7dxgzsjvty4bf91p02"", ""clf-ltovyrd4w5sfo22qhxwkbloy""]","[""clf-jgvpxgqlfkhje7t4h8k4ucl9#28"", ""clf-jgvpxgqlfkhje7t4h8k4ucl9#37"", ""clf-x3sfio7dxgzsjvty4bf91p02#0"", ""clf-ltovyrd4w5sfo22qhxwkbloy#122""]",accepted,"Clear proposal-vs-final contrast: consultation paper proposed three Accredited Investors per investment, while Regulation 19F(5) as substituted on September 9, 2025 requires at least two."
kimi_run_000088_q06,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000088,"The November 2024 consultation proposed that an Angel Fund manager or sponsor keep a continuing interest of at least 0.5% of the investment amount or INR 1 lakh, whichever is higher, in each investment. What continuing-interest requirement applies after September 9, 2025?","After the September 9, 2025 amendment, the manager or sponsor must have a continuing interest in each investment of the Angel Fund of at least 0.5% of the amount invested or INR 50,000, whichever is higher. The final threshold is lower than the INR 1 lakh proposed in the consultation paper. The requirement is in Regulation 19G of the AIF Regulations as amended.",KIMI_REVIEW_ACCEPTED,"[""clf-jgvpxgqlfkhje7t4h8k4ucl9"", ""clf-x3sfio7dxgzsjvty4bf91p02"", ""clf-ltovyrd4w5sfo22qhxwkbloy""]",kimi_run_000088,memory_0044,frontier_0044,document_diff_or_lineage,"[""proposal_vs_final_rule"", ""amount_threshold_trap"", ""version_delta""]","[""clf-jgvpxgqlfkhje7t4h8k4ucl9"", ""clf-x3sfio7dxgzsjvty4bf91p02"", ""clf-ltovyrd4w5sfo22qhxwkbloy""]","[""clf-jgvpxgqlfkhje7t4h8k4ucl9#38"", ""clf-jgvpxgqlfkhje7t4h8k4ucl9#39"", ""clf-jgvpxgqlfkhje7t4h8k4ucl9#40"", ""clf-x3sfio7dxgzsjvty4bf91p02#0"", ""clf-ltovyrd4w5sfo22qhxwkbloy#125""]",accepted,"Clear proposal-vs-final contrast: consultation proposed 0.5% or INR 1 lakh continuing interest, while Regulation 19G as amended requires 0.5% or INR 50,000 per investment."
kimi_run_000086_q01,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000086,"A KYC Registration Agency (KRA) has been undergoing third-party Cyber Capability Index (CCI) assessments twice a year because it was treated as a Market Infrastructure Institution under the original August 2024 CSCRF. After the April 30, 2025 clarification, how often must it carry out a CCI assessment and who conducts it?","It must continue carrying out a Cyber Capability Index (CCI) assessment, but now on an annual basis and through self-assessment rather than third-party assessment. The original August 2024 CSCRF applies CCI only to Market Infrastructure Institutions (MIIs) and Qualified REs: MIIs must obtain third-party half-yearly assessments, while Qualified REs must conduct annual self-assessments. The April 30, 2025 clarification re-categorises KYC Registration Agencies (KRAs) from MIIs to Qualified REs, so the KRA moves from the half-yearly third-party regime to the annual self-assessment regime.",KIMI_REVIEW_ACCEPTED,"[""clf-so4bcc81xyajgilxai8engh5"", ""clf-j21ykxpqm5v7pw4qcpyiptv9""]",kimi_run_000086,memory_0038,frontier_0038,document_diff_or_lineage,"[""version_delta"", ""category_change"", ""conditional_table_extraction""]","[""clf-so4bcc81xyajgilxai8engh5"", ""clf-j21ykxpqm5v7pw4qcpyiptv9""]","[""clf-so4bcc81xyajgilxai8engh5#16"", ""clf-so4bcc81xyajgilxai8engh5#413"", ""clf-j21ykxpqm5v7pw4qcpyiptv9#7""]",accepted,"Supported by baseline CCI rules (#16, #413) and April re-categorisation of KRAs (#7); traces a practical post-re-classification obligation."
kimi_run_000086_q02,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000086,"A Merchant Banker that is not engaged in issue-management activity was a Qualified RE under the original August 2024 CSCRF because it was part of a conglomerate/SIFI group, and it has been running half-yearly red-team exercises. After the April 30, 2025 clarification, must it continue those exercises?","No, it may stop. The original August 2024 CSCRF makes red teaming mandatory only for Market Infrastructure Institutions and Qualified REs; it is not imposed on mid-size, small-size or self-certification REs. The April 30, 2025 clarification removes the conglomerate/SIFI route to Qualified RE status and places Merchant Bankers that are not engaged in issue management in the small-size RE category. Once this MB is small-size, the red-teaming obligation no longer applies.",KIMI_REVIEW_ACCEPTED,"[""clf-so4bcc81xyajgilxai8engh5"", ""clf-j21ykxpqm5v7pw4qcpyiptv9""]",kimi_run_000086,memory_0038,frontier_0038,applied_compliance_scenario,"[""version_delta"", ""category_change"", ""scope_exclusion""]","[""clf-so4bcc81xyajgilxai8engh5"", ""clf-j21ykxpqm5v7pw4qcpyiptv9""]","[""clf-so4bcc81xyajgilxai8engh5#108"", ""clf-so4bcc81xyajgilxai8engh5#319"", ""clf-j21ykxpqm5v7pw4qcpyiptv9#10"", ""clf-j21ykxpqm5v7pw4qcpyiptv9#12""]",accepted,"Red-teaming applies only to MIIs/Qualified REs (#319); April clarification places non-issue MBs in small-size (#10, #12), so obligation drops. Distinct memory target."
kimi_run_000086_q03,2026-08-07,Kimi+OpenCode,metadata knowledge graph,kimi_run_000086,"After the April 30, 2025 clarification reclassified its non-issue-management Merchant Banker as a small-size RE, the CFO proposes to appoint a cyber auditor who is not empanelled by CERT-In to reduce costs. Is this permissible?","No. The original August 2024 CSCRF states that only CERT-In empanelled IS auditing organisations shall be onboarded for external audit, including cyber audit, of regulated entities. The April 30, 2025 clarification revises entity categories but does not relax this auditor-em-panelment requirement; paragraph 10 expressly provides that cyber audits from financial year 2025-26 shall be conducted as per the original framework read with the clarifications issued. A small-size Merchant Banker must still use a CERT-In empanelled auditor for its external cyber audit.",KIMI_REVIEW_ACCEPTED,"[""clf-so4bcc81xyajgilxai8engh5"", ""clf-j21ykxpqm5v7pw4qcpyiptv9""]",kimi_run_000086,memory_0038,frontier_0038,negative_or_absence_check,"[""fake_negative_or_absence"", ""version_delta"", ""category_change""]","[""clf-so4bcc81xyajgilxai8engh5"", ""clf-j21ykxpqm5v7pw4qcpyiptv9""]","[""clf-so4bcc81xyajgilxai8engh5#174"", ""clf-j21ykxpqm5v7pw4qcpyiptv9#10"", ""clf-j21ykxpqm5v7pw4qcpyiptv9#12"", ""clf-j21ykxpqm5v7pw4qcpyiptv9#14""]",accepted,Baseline mandates CERT-In empanelled auditors for all RE external cyber audits (#174) and April clarification confirms original-framework read with clarifications still governs (#14).
